Start.station,End.station,Counts
"Haggerston Road, Haggerston","Pancras Road, King's Cross",2
"Halford Road, West Kensington","Monument Street, Monument",2
"George Row, Bermondsey","Finsbury Circus, Liverpool Street",2
"Hewison Street, Old Ford","Mile End Park Leisure Centre, Mile End",2
"Hurlingham Park, Parsons Green","Drury Lane, Covent Garden",2
"George Row, Bermondsey","Imperial College, Knightsbridge",2
"Halford Road, West Kensington","Exhibition Road Museums 2, South Kensington",2
"Halford Road, West Kensington","Collingham Gardens, Earl's Court",2
"Great Tower Street, Monument","Abbey Orchard Street, Westminster",2
"Halford Road, West Kensington","Elizabeth Bridge, Victoria",2
"Humbolt Road, Fulham","Gloucester Road Station, South Kensington",2
"Humbolt Road, Fulham","Greyhound Road, Hammersmith",2
"Greyhound Road, Hammersmith","Limerston Street, West Chelsea",2
"Grove End Road, St. John's Wood","Nutford Place, Marylebone",2
"Great Dover Street, The Borough","Finsbury Circus, Liverpool Street",2
"Haggerston Road, Haggerston","Pritchard's Road, Bethnal Green",2
"Great Russell Street, Bloomsbury","Belgrove Street , King's Cross",2
"Great Suffolk Street, The Borough","High Holborn , Covent Garden",2
"Gloucester Road (Central), South Kensington","George Street, Marylebone",2
"Gloucester Avenue, Camden Town","South Wharf Road, Paddington",2
"Hammersmith Road, Hammersmith","Park Lane , Hyde Park",2
"Haggerston Road, Haggerston","Clifton Street, Shoreditch",2
"Hampton Street, Walworth","Bankside Mix, Bankside",2
"Goldsmith's Row, Haggerston","Foley Street, Fitzrovia",2
"Hertford Road, De Beauvoir Town","Edgware Road Station, Marylebone",2
"Hoxton Station, Hoxton","Shoreditch Park, Hoxton",2
"Hampton Street, Walworth","Arlington Road, Camden Town",2
"Gas Holders, Battersea Park","Westfield Ariel Way, White City",2
"Kennington Road  , Vauxhall","Lambeth Palace Road, Waterloo",2
"Hampton Street, Walworth","Archbishop's Park, Waterloo",2
"Hampton Street, Walworth","Albert Gate, Hyde Park",2
"Golden Lane, Barbican","Harrington Square 1, Camden Town",2
"Great Suffolk Street, The Borough","Kings Gate House, Westminster",2
"Gloucester Road Station, South Kensington","Black Lion Gate, Kensington Gardens",2
"Hertford Road, De Beauvoir Town","Farm Street, Mayfair",2
"Gas Holders, Battersea Park","St. James's Square, St. James's",2
"Islington Green, Angel","St. John Street, Finsbury",2
"Haggerston Road, Haggerston","Clinton Road, Mile End",2
"Hoxton Station, Hoxton","Tower Gardens , Tower",2
"Ilchester Gardens, Bayswater","Chepstow Villas, Notting Hill",2
"Hoxton Station, Hoxton","Wenlock Road , Hoxton",2
"Great Suffolk Street, The Borough","Finsbury Circus, Liverpool Street",2
"Gas Holders, Battersea Park","Stanley Grove, Battersea",2
"Great Dover Street, The Borough","Lower Marsh, Waterloo",2
"Islington Green, Angel","Bunhill Row, Moorgate",2
"Islington Green, Angel","Storey's Gate, Westminster",2
"Hampton Street, Walworth","Finsbury Library , Finsbury",2
"Islington Green, Angel","Broadwick Street, Soho",2
"Hibbert Street, Battersea","South Wharf Road, Paddington",2
"Green Park Station, Mayfair","Montpelier Street, Knightsbridge",2
"Grove End Road, St. John's Wood","Beryl Road, Hammersmith",2
"Great Percy Street, Clerkenwell","Southwick Street, Paddington",2
"Green Park Station, Mayfair","Green Park Station, Mayfair",2
"Islington Green, Angel","Strand, Strand",2
"Grosvenor Road, Pimlico","Albert Bridge Road, Battersea Park",2
"Goldsmith's Row, Haggerston","Goldsmith's Row, Haggerston",2
"Islington Green, Angel","Stonecutter Street, Holborn",2
"Golden Lane, Barbican","Finsbury Library , Finsbury",2
"Kennington Road  , Vauxhall","Black Prince Road, Vauxhall",2
"Grant Road East, Clapham Junction","Elysium Place, Fulham",2
"Grove End Road, St. John's Wood","Boston Place, Marylebone",2
"Hibbert Street, Battersea","Queen's Circus, Battersea Park",2
"Grant Road East, Clapham Junction","Exhibition Road Museums 1, South Kensington",2
"Hertford Road, De Beauvoir Town","Cheapside, Bank",2
"Gloucester Road Station, South Kensington","Clapham Common Station, Clapham Common",2
"Hibbert Street, Battersea","Prince Consort Road, Knightsbridge",2
"Goldsmith's Row, Haggerston","Finsbury Leisure Centre, St. Luke's",2
"Hampstead Road, Euston","St. George Street, Mayfair",2
"Gloucester Road (North), Kensington","Wellington Arch, Hyde Park",2
"Kennington Road  , Vauxhall","Waterloo Place, St. James's",2
"Gloucester Road (North), Kensington","Rifle Place, Avondale",2
"Hampstead Road, Euston","Good's Way, King's Cross",2
"Hyde Park Corner, Hyde Park","Queen Street 2, Bank",2
"Grant Road East, Clapham Junction","Parson's Green , Parson's Green",2
"Gloucester Road (North), Kensington","Queensway, Kensington Gardens",2
"Haggerston Road, Haggerston","Hop Exchange, The Borough",2
"Hertford Road, De Beauvoir Town","Newgate Street , St. Paul's",2
"Hyde Park Corner, Hyde Park","Park Lane , Hyde Park",2
"Gloucester Road (North), Kensington","Portman Square, Marylebone",2
"Gloucester Road (Central), South Kensington","George Place Mews, Marylebone",2
"Kennington Road  , Vauxhall","Tallis Street, Temple",2
"Great Russell Street, Bloomsbury","Chancery Lane, Holborn",2
"Golden Lane, Barbican","Old Street Station, St. Luke's",2
"Gas Holders, Battersea Park","Simpson Street, Clapham Junction",2
"Hertford Road, De Beauvoir Town","Sun Street, Liverpool Street",2
"Green Park Station, Mayfair","Crawford Street, Marylebone",2
"Islington Green, Angel","Finsbury Circus, Liverpool Street",2
"Hyde Park Corner, Hyde Park","London Street, Paddington",2
"Hammersmith Road, Hammersmith","South Wharf Road, Paddington",2
"Gas Holders, Battersea Park","Silverthorne Road, Battersea",2
"Ilchester Gardens, Bayswater","Alderney Street, Pimlico",2
"Humbolt Road, Fulham","Bruton Street, Mayfair",2
"George Row, Bermondsey","Chicheley Street, South Bank",2
"Gas Holders, Battersea Park","St. George's Square, Pimlico",2
"Hoxton Street, Hoxton","Pitfield Street North,Hoxton",2
"Hibbert Street, Battersea","Kennington Lane Rail Bridge, Vauxhall",2
"Greyhound Road, Hammersmith","Walmer Road, Avondale",2
"Kennington Road  , Vauxhall","South Lambeth Road, Vauxhall",2
"Hampstead Road, Euston","Royal College Street, Camden Town",2
"George Row, Bermondsey","Crosswall, Tower",2
"Gloucester Road (North), Kensington","The Metropolitan, Portobello",2
"Ilchester Gardens, Bayswater","Bayswater Road, Hyde Park",2
"Islington Green, Angel","Roscoe Street, St. Luke's",2
"Kennington Road  , Vauxhall","St. James's Square, St. James's",2
"Hibbert Street, Battersea","Imperial College, Knightsbridge",2
"Humbolt Road, Fulham","BBC White City, White City",2
"Greyhound Road, Hammersmith","Sumner Place, South Kensington",2
"Grove End Road, St. John's Wood","Good's Way, King's Cross",2
"Hertford Road, De Beauvoir Town","Hertford Road, De Beauvoir Town",2
"Hertford Road, De Beauvoir Town","Liverpool Road (N1 Centre), Angel",2
"Grove End Road, St. John's Wood","Hampstead Road, Euston",2
"Gas Holders, Battersea Park","South Kensington Station, South Kensington",2
"Haggerston Road, Haggerston","Finsbury Circus, Liverpool Street",2
"Hampstead Road, Euston","Old Quebec Street, Marylebone",2
"Harcourt Terrace, West Brompton","Berry Street, Clerkenwell",2
"Harcourt Terrace, West Brompton","Warwick Road, Olympia",2
"Gloucester Road Station, South Kensington","Old Quebec Street, Marylebone",2
"Ingrave Street, Clapham Junction","Exhibition Road Museums 2, South Kensington",2
"Imperial Wharf Station, Sands End","Bell Street , Marylebone",2
"Hartington Road, Stockwell","Great Suffolk Street, The Borough",2
"Gauden Road, Clapham","Ormonde Gate, Chelsea",2
"Heath Road, Battersea","Portman Square, Marylebone",2
"Hinde Street, Marylebone","Battersea Church Road, Battersea",2
"Imperial Wharf Station, Sands End","Allington Street, Victoria",2
"Guilford Street , Bloomsbury","Gower Place , Euston",2
"Hartington Road, Stockwell","Crinan Street, King's Cross",2
"Geraldine Street, Elephant & Castle","Burgess Park Albany Road, Walworth",2
"Gauden Road, Clapham","Museum of London, Barbican",2
"Hartington Road, Stockwell","Bunhill Row, Moorgate",2
"Grenfell Road, Avondale","Grenfell Road, Avondale",2
"Hartington Road, Stockwell","Blackfriars Station, St. Paul's",2
"Heath Road, Battersea","Southampton Street, Strand",2
"Hartington Road, Stockwell","Binfield Road, Stockwell",2
"Heath Road, Battersea","St. John's Road, Clapham Junction",2
"Hartington Road, Stockwell","Barbican Centre, Barbican",2
"Gloucester Street, Pimlico","St. Bride Street, Holborn",2
"Good's Way, King's Cross","Edgware Road Station, Marylebone",2
"Kennington Cross, Kennington","Tallis Street, Temple",2
"Hartington Road, Stockwell","Albert Bridge Road, Battersea Park",2
"Harrowby Street, Marylebone","Warwick Row, Westminster",2
"Great Russell Street, Bloomsbury","Malet Street, Bloomsbury",2
"Ingrave Street, Clapham Junction","Dorothy Road, Clapham Junction",2
"Great Tower Street, Monument","Lambeth Palace Road, Waterloo",2
"Heath Road, Battersea","Normand Park, West Kensington",2
"Imperial Wharf Station, Sands End","Felsham Road, Putney",2
"Heath Road, Battersea","Cadogan Gardens, Chelsea",2
"Goswell Road (City Uni), Finsbury","Strand, Strand",2
"Imperial Wharf Station, Sands End","Elizabeth Bridge, Victoria",2
"Gower Place , Euston","Bayley Street , Bloomsbury",2
"Hollybush Gardens, Bethnal Green","Farringdon Lane, Clerkenwell",2
"Hollybush Gardens, Bethnal Green","Queen Street 1, Bank",2
"Hartington Road, Stockwell","Prince of Wales Drive, Battersea Park",2
"Imperial Wharf Station, Sands End","Dock Street, Wapping",2
"Gauden Road, Clapham","Queen Victoria Street, St. Paul's",2
"Gauden Road, Clapham","Queen Street 2, Bank",2
"Hartington Road, Stockwell","Moor Street, Soho",2
"Gower Place , Euston","Earnshaw Street , Covent Garden",2
"Globe Town Market, Bethnal Green","Norton Folgate, Liverpool Street",2
"Gower Place , Euston","Hawley Crescent, Camden Town",2
"Jubilee Street, Stepney","Import Dock, Canary Wharf",2
"Imperial Wharf Station, Sands End","Chesilton Road, Fulham",2
"Jubilee Street, Stepney","Holborn Circus, Holborn",2
"Hollybush Gardens, Bethnal Green","Shoreditch High Street, Shoreditch",2
"Hartington Road, Stockwell","Hartington Road, Stockwell",2
"Kennington Cross, Kennington","Pall Mall East, West End",2
"Harrowby Street, Marylebone","Prince Consort Road, Knightsbridge",2
"Greenberry Street, St.John's Wood","Old Quebec Street, Marylebone",2
"Here East North, Queen Elizabeth Olympic Park","East Village, Queen Elizabeth Olympic Park",2
"Holy Trinity Brompton, Knightsbridge","Old Quebec Street, Marylebone",2
"Hereford Road, Bayswater","Green Park Station, Mayfair",2
"Holy Trinity Brompton, Knightsbridge","Sackville Street, Mayfair",2
"Jubilee Street, Stepney","Crosswall, Tower",2
"Imperial Road, Sands End","Ormonde Gate, Chelsea",2
"Kennington Lane Rail Bridge, Vauxhall","Allington Street, Victoria",2
"Greenberry Street, St.John's Wood","Millennium Hotel, Mayfair",2
"Jubilee Street, Stepney","Broadwick Street, Soho",2
"Ingrave Street, Clapham Junction","Southerton Road, Hammersmith",2
"Gloucester Street, Pimlico","New Fetter Lane, Holborn",2
"Graham Street, Angel","Bell Lane, Liverpool Street",2
"Gauden Road, Clapham","Finsbury Square , Moorgate",2
"Gloucester Terrace, Bayswater","North Wharf Road, Paddington",2
"Graham Street, Angel","Brick Lane Market, Shoreditch",2
"High Holborn , Covent Garden","Wellington Street , Strand",2
"Graham Street, Angel","Bunhill Row, Moorgate",2
"Great Tower Street, Monument","Monument Street, Monument",2
"Imperial Road, Sands End","Lots Road, West Chelsea",2
"Jubilee Street, Stepney","Bankside Mix, Bankside",2
"Gaywood  Street, Elephant & Castle","Moorfields, Moorgate",2
"Imperial Road, Sands End","Imperial Road, Sands End",2
"Gauden Road, Clapham","Finsbury Circus, Liverpool Street",2
"Gloucester Street, Pimlico","Page Street, Westminster",2
"Graham Street, Angel","Bayley Street , Bloomsbury",2
"Gloucester Street, Pimlico","Scala Street, Fitzrovia",2
"Imperial Road, Sands End","South Wharf Road, Paddington",2
"Kennington Cross, Kennington","Wellington Street , Strand",2
"George Street, Marylebone","Sackville Street, Mayfair",2
"Hereford Road, Bayswater","Allington Street, Victoria",2
"Imperial Wharf Station, Sands End","Abbotsbury Road, Holland Park",2
"Jubilee Street, Stepney","Fournier Street, Whitechapel",2
"Hereford Road, Bayswater","Black Lion Gate, Kensington Gardens",2
"Harrowby Street, Marylebone","Maida Vale, Maida Vale",2
"Kennington Cross, Kennington","Westferry DLR, Limehouse",2
"Great Russell Street, Bloomsbury","Hampstead Road, Euston",2
"Holy Trinity Brompton, Knightsbridge","Lansdowne Road, Ladbroke Grove",2
"Hereford Road, Bayswater","Clifton Road, Maida Vale",2
"Gower Place , Euston","Walnut Tree Walk, Vauxhall",2
"Harrowby Street, Marylebone","Limerston Street, West Chelsea",2
"Imperial Road, Sands End","William Morris Way, Sands End",2
"Hereford Road, Bayswater","Collingham Gardens, Earl's Court",2
"Grafton Street, Mayfair","Black Prince Road, Vauxhall",2
"Graham Street, Angel","Aldersgate Street, Barbican",2
"Harrowby Street, Marylebone","Imperial College, Knightsbridge",2
"Harrowby Street, Marylebone","Finsbury Circus, Liverpool Street",2
"Harrowby Street, Marylebone","Dorset Square, Marylebone",2
"Grosvenor Road, Pimlico","Kennington Oval, Oval",2
"Globe Town Market, Bethnal Green","New Inn Yard, Shoreditch",2
"Gauden Road, Clapham","Seville Street, Knightsbridge",2
"George Place Mews, Marylebone","The Guildhall, Guildhall",2
"Gauden Road, Clapham","Wormwood Street, Liverpool Street",2
"Holden Street, Battersea","Howland Street, Fitzrovia",2
"Holden Street, Battersea","Marylebone Lane, Marylebone",2
"Holden Street, Battersea","Old Quebec Street, Marylebone",2
"Kennington Cross, Kennington","Battersea Power Station, Battersea Park",2
"Hatton Wall, Holborn","Hatton Garden, Holborn",2
"Hatton Wall, Holborn","Baylis Road, Waterloo",2
"Globe Town Market, Bethnal Green","Bancroft Road, Bethnal Green",2
"Gauden Road, Clapham","Worship Street, Shoreditch",2
"Kennington Cross, Kennington","Archbishop's Park, Waterloo",2
"Hatton Garden, Holborn","Worship Street, Shoreditch",2
"Gloucester Terrace, Bayswater","Clarges Street, Mayfair",2
"Hartington Road, Stockwell","Vauxhall Bridge , Pimlico",2
"Kennington Cross, Kennington","Abingdon Green, Westminster",2
"Great Titchfield Street, Fitzrovia","Crawford Street, Marylebone",2
"Holden Street, Battersea","Portman Square, Marylebone",2
"Gloucester Terrace, Bayswater","Cheapside, Bank",2
"Globe Town Market, Bethnal Green","Bell Lane, Liverpool Street",2
"Holden Street, Battersea","Sedding Street, Sloane Square",2
"Great Percy Street, Clerkenwell","Godliman Street, St. Paul's",2
"Hatton Garden, Holborn","River Street , Clerkenwell",2
"Gloucester Terrace, Bayswater","Cadogan Gardens, Chelsea",2
"Gloucester Terrace, Bayswater","George Street, Marylebone",2
"Gloucester Terrace, Bayswater","Finsbury Circus, Liverpool Street",2
"Kennington Cross, Kennington","Drury Lane, Covent Garden",2
"Guilford Street , Bloomsbury","Paddington Street, Marylebone",2
"Holden Street, Battersea","Hinde Street, Marylebone",2
"Great Tower Street, Monument","Cleveland Way, Stepney",2
"Great Tower Street, Monument","Concert Hall Approach 1, South Bank",2
"Kennington Cross, Kennington","Broadcasting House, Marylebone",2
"Gloucester Terrace, Bayswater","Derry Street, Kensington",2
"Good's Way, King's Cross","York Way, Kings Cross",2
"Greenland Road, Camden Town","Bankside Mix, Bankside",2
"Geraldine Street, Elephant & Castle","Walnut Tree Walk, Vauxhall",2
"Gaywood  Street, Elephant & Castle","Ampton Street , Clerkenwell",2
"Kennington Cross, Kennington","Blackfriars Road, Southwark",2
"Gaywood  Street, Elephant & Castle","Christopher Street, Liverpool Street",2
"Goswell Road (City Uni), Finsbury","Barbican Centre, Barbican",2
"Hatton Wall, Holborn","Great Russell Street, Bloomsbury",2
"Holborn Circus, Holborn","Waterloo Station 1, Waterloo",2
"Holborn Circus, Holborn","The Guildhall, Guildhall",2
"Geraldine Street, Elephant & Castle","Wood Street, Guildhall",2
"Holden Street, Battersea","Clapham Common North Side, Clapham Common",2
"Great Tower Street, Monument","Duke Street Hill, London Bridge",2
"Kennington Cross, Kennington","Burgess Park Albany Road, Walworth",2
"Hatton Wall, Holborn","Belgrove Street , King's Cross",2
"Holden Street, Battersea","Green Park Station, Mayfair",2
"Kennington Cross, Kennington","Crosswall, Tower",2
"Goswell Road (City Uni), Finsbury","Chadwell Street, Angel",2
"Holborn Circus, Holborn","Newgate Street , St. Paul's",2
"Hatton Wall, Holborn","St. George Street, Mayfair",2
"Jubilee Street, Stepney","Salmon Lane, Limehouse",2
"Gauden Road, Clapham","St. Peter's Terrace, Fulham",2
"Hatton Garden, Holborn","Arundel Street, Temple",2
"Goswell Road (City Uni), Finsbury","Sackville Street, Mayfair",2
